id,documento,nombre,apellido,telefono,correo,ciudad,fechaRegistro,activo
66,84422094,Maria,Lopez,3556997293,maria.lopez98@gmail.com,Medellin,2022-11-21,True
67,87342691,Maria,Gomez,3549029297,maria.gomez96@gmail.com,Medellin,2023-09-24,True
68,67118825,Carlos,Rodriguez,3191346521,carlos.rodriguez5@gmail.com,Medellin,2025-03-28,True
69,80384506,Maria,Perez,3287841534,maria.perez78@gmail.com,Medellin,2024-07-27,True
70,56570790,Sofia,Martinez,3205431975,sofia.martinez3@gmail.com,Cartagena,2022-12-16,True
71,33397202,Sofia,Gomez,3676063051,sofia.gomez38@gmail.com,Cartagena,2023-02-05,True
72,13686164,Carlos,Rodriguez,3440704991,carlos.rodriguez37@gmail.com,Cali,2020-10-29,True
73,52137314,Juan,Gomez,3503010222,juan.gomez98@gmail.com,Bogota,2023-07-25,True
74,20422538,Carlos,Martinez,3187092899,carlos.martinez62@gmail.com,Bogota,2025-01-24,True
75,25989239,Jorge,Gomez,3249397537,jorge.gomez20@gmail.com,Cali,2024-08-31,True
76,20582486,Luisa,Gomez,3342226815,luisa.gomez56@gmail.com,Medellin,2020-08-28,True
77,80084857,Ana,Hernandez,3924147332,ana.hernandez49@gmail.com,Cartagena,2023-09-13,True
78,65769588,Carlos,Hernandez,3345564165,carlos.hernandez67@gmail.com,Cali,2022-09-28,True
79,56960957,Sofia,Hernandez,3688319112,sofia.hernandez50@gmail.com,Bogota,2021-03-08,True
80,41436734,Ana,Gomez,3855691853,ana.gomez24@gmail.com,Barranquilla,2024-06-11,True
81,81889906,Luisa,Rodriguez,3579948518,luisa.rodriguez82@gmail.com,Cali,2025-03-25,True
82,66834180,Luisa,Gomez,3738750070,luisa.gomez24@gmail.com,Bogota,2024-03-30,True
83,29016199,Sofia,Hernandez,3296266000,sofia.hernandez19@gmail.com,Medellin,2021-03-13,True
84,57052211,Luisa,Perez,3534762905,luisa.perez85@gmail.com,Barranquilla,2022-05-29,True
85,43200607,Maria,Lopez,3314760381,maria.lopez41@gmail.com,Medellin,2023-10-30,True
86,33443555,Jorge,Perez,3515682443,jorge.perez51@gmail.com,Bogota,2023-10-16,True
87,87320713,Pedro,Lopez,3310838140,pedro.lopez60@gmail.com,Bogota,2024-01-03,True
88,80000735,Luisa,Gomez,3764329208,luisa.gomez48@gmail.com,Cartagena,2020-09-02,True
89,54286617,Sofia,Lopez,3323297682,sofia.lopez14@gmail.com,Cartagena,2023-11-14,True
90,23873428,Jorge,Rodriguez,3262457829,jorge.rodriguez65@gmail.com,Cali,2024-04-09,True
91,17876631,Pedro,Lopez,3401639478,pedro.lopez93@gmail.com,Bogota,2020-09-18,True
92,74010973,Pedro,Martinez,3265979629,pedro.martinez3@gmail.com,Barranquilla,2023-09-01,True
93,92949990,Ana,Rodriguez,3567892213,ana.rodriguez22@gmail.com,Bogota,2024-04-06,True
94,16793885,Jorge,Rodriguez,3333904420,jorge.rodriguez33@gmail.com,Barranquilla,2022-02-14,True
95,32736406,Juan,Gomez,3463852679,juan.gomez11@gmail.com,Bogota,2023-07-02,True
96,83069235,Sofia,Gomez,3604410099,sofia.gomez63@gmail.com,Medellin,2022-05-08,True
97,52103401,Jorge,Perez,3922650457,jorge.perez99@gmail.com,Cali,2022-01-12,True
98,15725661,Pedro,Lopez,3107336281,pedro.lopez17@gmail.com,Bogota,2022-05-29,True
99,84357602,Pedro,Rodriguez,3250225346,pedro.rodriguez94@gmail.com,Medellin,2023-12-23,True
100,17149997,Carlos,Perez,3880061009,carlos.perez61@gmail.com,Cartagena,2023-01-29,True
101,67874946,Jorge,Rodriguez,3686358393,jorge.rodriguez86@gmail.com,Bogota,2020-04-03,True
102,19797539,Ana,Martinez,3882218267,ana.martinez21@gmail.com,Medellin,2023-09-25,True
103,99414850,Luisa,Gomez,3816487466,luisa.gomez78@gmail.com,Bogota,2024-12-05,True
104,89366672,Jorge,Gomez,3256735446,jorge.gomez74@gmail.com,Cali,2022-03-22,True
105,18657112,Maria,Hernandez,3187967253,maria.hernandez26@gmail.com,Cartagena,2021-10-12,True
106,85244973,Ana,Martinez,3306475009,ana.martinez32@gmail.com,Medellin,2024-08-13,True
107,15093653,Luisa,Rodriguez,3693606591,luisa.rodriguez80@gmail.com,Medellin,2024-09-27,True
108,49793762,Luisa,Lopez,3273875274,luisa.lopez7@gmail.com,Medellin,2023-07-27,True
109,94303720,Luisa,Lopez,3370721003,luisa.lopez90@gmail.com,Bogota,2020-10-25,True
110,78567663,Pedro,Rodriguez,3560705057,pedro.rodriguez11@gmail.com,Bogota,2025-01-11,True
111,67392473,Luisa,Lopez,3499259752,luisa.lopez62@gmail.com,Barranquilla,2020-03-03,True
112,80726084,Pedro,Perez,3291730269,pedro.perez62@gmail.com,Cartagena,2021-07-04,True
113,97945002,Sofia,Rodriguez,3851323436,sofia.rodriguez25@gmail.com,Cali,2021-04-21,True
114,27969613,Sofia,Hernandez,3288422578,sofia.hernandez15@gmail.com,Cartagena,2022-05-05,True
115,84829006,Ana,Lopez,3400401306,ana.lopez76@gmail.com,Bogota,2022-02-05,True
116,90599329,Sofia,Lopez,3305982288,sofia.lopez22@gmail.com,Cali,2021-09-10,True
117,14922318,Ana,Hernandez,3136365871,ana.hernandez42@gmail.com,Medellin,2020-12-12,True
118,79570130,Ana,Gomez,3362842263,ana.gomez35@gmail.com,Cali,2020-05-10,True
119,14387552,Ana,Lopez,3223060111,ana.lopez89@gmail.com,Cartagena,2024-01-03,True
120,12892727,Juan,Gomez,3950978534,juan.gomez2@gmail.com,Medellin,2021-12-22,True
121,27991930,Maria,Gomez,3378570510,maria.gomez78@gmail.com,Cartagena,2021-07-28,True
122,11846439,Ana,Gomez,3529733744,ana.gomez46@gmail.com,Cali,2023-07-01,True
123,75619166,Maria,Gomez,3309752122,maria.gomez66@gmail.com,Cali,2024-07-04,True
124,96452375,Luisa,Lopez,3355023886,luisa.lopez73@gmail.com,Barranquilla,2024-01-06,True
125,27260502,Maria,Martinez,3361706380,maria.martinez35@gmail.com,Barranquilla,2023-06-11,True
126,96856224,Pedro,Lopez,3729861418,pedro.lopez50@gmail.com,Cartagena,2020-10-21,True
127,36333762,Pedro,Lopez,3945967309,pedro.lopez83@gmail.com,Medellin,2024-10-06,True
128,85808722,Juan,Rodriguez,3891135076,juan.rodriguez18@gmail.com,Cali,2020-11-24,True
129,76351413,Jorge,Lopez,3409689640,jorge.lopez81@gmail.com,Barranquilla,2021-12-08,True
130,39830481,Pedro,Rodriguez,3220562345,pedro.rodriguez87@gmail.com,Cartagena,2022-07-31,True
131,87479729,Carlos,Hernandez,3829654645,carlos.hernandez31@gmail.com,Bogota,2024-09-10,True
132,52200209,Luisa,Gomez,3735161320,luisa.gomez56@gmail.com,Cartagena,2022-10-14,True
133,57902557,Jorge,Martinez,3674046947,jorge.martinez46@gmail.com,Cartagena,2025-06-14,True
134,99469757,Luisa,Gomez,3751745653,luisa.gomez73@gmail.com,Bogota,2025-02-15,True
135,14899409,Jorge,Hernandez,3712987945,jorge.hernandez11@gmail.com,Medellin,2024-04-09,True
136,10023235,Juan,Martinez,3146737488,juan.martinez9@gmail.com,Bogota,2021-07-02,True
137,33252165,Ana,Hernandez,3146742637,ana.hernandez93@gmail.com,Bogota,2022-02-08,True
138,26152216,Carlos,Perez,3919018561,carlos.perez89@gmail.com,Cali,2022-01-19,True
139,13784545,Ana,Rodriguez,3593942088,ana.rodriguez45@gmail.com,Medellin,2023-01-26,True
140,10665138,Pedro,Rodriguez,3304663525,pedro.rodriguez14@gmail.com,Medellin,2021-04-14,True
141,11500044,Carlos,Lopez,3858480500,carlos.lopez54@gmail.com,Cali,2025-02-20,True
142,47886130,Jorge,Martinez,3854193731,jorge.martinez55@gmail.com,Barranquilla,2024-08-07,True
143,31717525,Luisa,Hernandez,3995224678,luisa.hernandez45@gmail.com,Bogota,2022-11-22,True
144,52133172,Pedro,Martinez,3980809003,pedro.martinez64@gmail.com,Bogota,2021-02-02,True
145,77919810,Sofia,Lopez,3389798219,sofia.lopez76@gmail.com,Cartagena,2020-12-30,True
146,93558899,Pedro,Perez,3173640735,pedro.perez64@gmail.com,Medellin,2024-02-13,True
147,93481104,Jorge,Martinez,3437398384,jorge.martinez69@gmail.com,Bogota,2021-10-07,True
148,21059122,Juan,Gomez,3429641068,juan.gomez46@gmail.com,Medellin,2020-02-19,True
149,35352657,Juan,Lopez,3815987496,juan.lopez54@gmail.com,Bogota,2024-03-11,True
150,66054357,Sofia,Perez,3281225446,sofia.perez90@gmail.com,Bogota,2025-04-17,True
151,79747548,Sofia,Lopez,3830689155,sofia.lopez40@gmail.com,Cali,2024-05-18,True
152,44627194,Juan,Perez,3547178235,juan.perez88@gmail.com,Barranquilla,2020-12-22,True
153,10795816,Pedro,Gomez,3392044710,pedro.gomez82@gmail.com,Medellin,2023-03-10,True
154,96418749,Maria,Martinez,3224030791,maria.martinez69@gmail.com,Medellin,2025-02-21,True
155,26968572,Jorge,Gomez,3244514592,jorge.gomez30@gmail.com,Cali,2024-10-09,True
156,84592953,Maria,Perez,3428331675,maria.perez93@gmail.com,Medellin,2020-02-28,True
157,98273816,Carlos,Martinez,3106559093,carlos.martinez28@gmail.com,Medellin,2021-09-13,True
158,93366512,Jorge,Hernandez,3946490562,jorge.hernandez1@gmail.com,Bogota,2022-08-23,True
159,16346281,Pedro,Lopez,3639616011,pedro.lopez75@gmail.com,Barranquilla,2022-12-27,True
160,23045735,Sofia,Lopez,3863335138,sofia.lopez70@gmail.com,Barranquilla,2025-02-02,True
161,73171851,Carlos,Hernandez,3640957174,carlos.hernandez88@gmail.com,Medellin,2022-11-23,True
162,53295198,Jorge,Hernandez,3530719216,jorge.hernandez69@gmail.com,Medellin,2025-05-19,True
163,90735882,Luisa,Gomez,3397737940,luisa.gomez74@gmail.com,Barranquilla,2025-02-01,True
164,29100907,Maria,Perez,3888089856,maria.perez96@gmail.com,Cartagena,2021-02-27,True
165,10601646,Sofia,Gomez,3122407438,sofia.gomez49@gmail.com,Bogota,2023-02-26,True
166,29040231,Ana,Lopez,3715626709,ana.lopez56@gmail.com,Barranquilla,2021-05-29,True
167,41639561,Ana,Lopez,3196780188,ana.lopez42@gmail.com,Cali,2024-03-21,True
168,32325571,Juan,Gomez,3424963397,juan.gomez27@gmail.com,Barranquilla,2020-09-23,True
169,97759353,Carlos,Hernandez,3228975429,carlos.hernandez79@gmail.com,Bogota,2023-03-16,True
170,77373156,Luisa,Hernandez,3595467632,luisa.hernandez21@gmail.com,Barranquilla,2021-02-13,True
171,51897176,Pedro,Hernandez,3463470699,pedro.hernandez53@gmail.com,Cali,2021-11-01,True
172,68038798,Sofia,Hernandez,3369386109,sofia.hernandez95@gmail.com,Cartagena,2023-06-10,True
173,41414016,Sofia,Hernandez,3408058422,sofia.hernandez44@gmail.com,Cali,2024-03-04,True
174,18710076,Jorge,Gomez,3960979569,jorge.gomez25@gmail.com,Bogota,2024-12-29,True
175,60216258,Juan,Lopez,3570891637,juan.lopez42@gmail.com,Cartagena,2024-05-25,True
176,74285436,Ana,Perez,3587063281,ana.perez52@gmail.com,Cartagena,2024-02-09,True
177,22301936,Pedro,Martinez,3800630046,pedro.martinez40@gmail.com,Cartagena,2023-11-22,True
178,31179102,Carlos,Rodriguez,3606707547,carlos.rodriguez26@gmail.com,Cali,2020-08-06,True
179,53335434,Carlos,Martinez,3410201799,carlos.martinez43@gmail.com,Medellin,2022-03-17,True
180,71605045,Ana,Lopez,3849068023,ana.lopez95@gmail.com,Barranquilla,2022-07-07,True
181,32042137,Luisa,Martinez,3541189792,luisa.martinez2@gmail.com,Medellin,2021-11-04,True
182,11752114,Maria,Lopez,3272380535,maria.lopez35@gmail.com,Bogota,2025-06-01,True
183,88239066,Carlos,Gomez,3308517316,carlos.gomez72@gmail.com,Bogota,2022-07-09,True
184,61218264,Sofia,Martinez,3168567275,sofia.martinez79@gmail.com,Bogota,2022-11-24,True
185,41419626,Pedro,Rodriguez,3327156974,pedro.rodriguez28@gmail.com,Cali,2020-01-19,True
186,82996223,Jorge,Hernandez,3380788779,jorge.hernandez64@gmail.com,Bogota,2022-02-12,True
187,88357477,Maria,Lopez,3917402869,maria.lopez49@gmail.com,Barranquilla,2021-07-23,True
188,27315952,Sofia,Hernandez,3970397069,sofia.hernandez6@gmail.com,Bogota,2024-11-18,True
189,89591606,Juan,Hernandez,3257010544,juan.hernandez62@gmail.com,Barranquilla,2025-02-20,True
190,10613955,Pedro,Perez,3787018884,pedro.perez21@gmail.com,Bogota,2023-03-12,True
191,88858659,Luisa,Lopez,3502929806,luisa.lopez63@gmail.com,Cartagena,2024-06-16,True
192,16803781,Sofia,Martinez,3722375813,sofia.martinez18@gmail.com,Bogota,2025-01-28,True
193,80757003,Luisa,Rodriguez,3227858781,luisa.rodriguez5@gmail.com,Barranquilla,2022-09-08,True
194,69281872,Juan,Rodriguez,3909938387,juan.rodriguez31@gmail.com,Cartagena,2024-03-30,True
195,88616845,Luisa,Martinez,3184108972,luisa.martinez57@gmail.com,Medellin,2025-03-22,True
196,91570150,Ana,Hernandez,3804018271,ana.hernandez65@gmail.com,Bogota,2023-10-09,True
197,13370807,Carlos,Rodriguez,3953340602,carlos.rodriguez35@gmail.com,Cartagena,2022-08-25,True
198,36439330,Carlos,Rodriguez,3412693760,carlos.rodriguez81@gmail.com,Cartagena,2022-11-23,True
199,59902557,Sofia,Perez,3582510755,sofia.perez65@gmail.com,Cartagena,2024-03-21,True
200,59032821,Juan,Martinez,3391439919,juan.martinez73@gmail.com,Barranquilla,2021-06-23,True
201,30187499,Pedro,Gomez,3916760248,pedro.gomez39@gmail.com,Cartagena,2022-09-26,True
202,36631822,Sofia,Rodriguez,3329493267,sofia.rodriguez31@gmail.com,Medellin,2021-10-16,True
203,14742053,Pedro,Perez,3390326915,pedro.perez64@gmail.com,Barranquilla,2023-12-26,True
204,73692353,Maria,Perez,3851755996,maria.perez20@gmail.com,Cali,2023-03-25,True
205,37032710,Maria,Hernandez,3807866814,maria.hernandez58@gmail.com,Cali,2023-11-03,True
206,47643604,Jorge,Lopez,3104810790,jorge.lopez19@gmail.com,Medellin,2021-09-03,True
207,35988316,Carlos,Perez,3669200453,carlos.perez74@gmail.com,Cali,2022-07-13,True
208,65319140,Jorge,Perez,3638366116,jorge.perez86@gmail.com,Barranquilla,2023-07-10,True
209,13507593,Ana,Martinez,3241233058,ana.martinez55@gmail.com,Cali,2024-09-04,True
210,16955585,Carlos,Lopez,3152345297,carlos.lopez97@gmail.com,Bogota,2024-03-25,True
211,61972385,Maria,Lopez,3192455299,maria.lopez16@gmail.com,Bogota,2021-01-28,True
212,26897627,Sofia,Martinez,3396549760,sofia.martinez55@gmail.com,Cali,2021-11-19,True
213,21197657,Maria,Martinez,3871385623,maria.martinez71@gmail.com,Barranquilla,2022-08-22,True
214,90324934,Ana,Perez,3964277184,ana.perez13@gmail.com,Medellin,2023-09-24,True
215,73338603,Jorge,Perez,3430709062,jorge.perez60@gmail.com,Bogota,2023-02-15,True
216,46149827,Luisa,Hernandez,3468455115,luisa.hernandez49@gmail.com,Bogota,2023-10-25,True
217,29343749,Sofia,Martinez,3833993042,sofia.martinez78@gmail.com,Medellin,2021-03-03,True
218,86392293,Carlos,Lopez,3278186549,carlos.lopez56@gmail.com,Bogota,2024-03-19,True
219,76111599,Pedro,Lopez,3730769383,pedro.lopez71@gmail.com,Bogota,2020-01-09,True
220,30612205,Jorge,Hernandez,3134987680,jorge.hernandez91@gmail.com,Cali,2022-11-29,True
221,76615444,Pedro,Gomez,3718958127,pedro.gomez27@gmail.com,Cartagena,2020-12-04,True
222,34873135,Luisa,Gomez,3637358090,luisa.gomez53@gmail.com,Cali,2022-08-29,True
223,60342373,Maria,Gomez,3209427601,maria.gomez30@gmail.com,Cali,2020-09-02,True
224,65887334,Pedro,Hernandez,3118498091,pedro.hernandez62@gmail.com,Bogota,2020-06-23,True
225,25363143,Carlos,Lopez,3758014552,carlos.lopez48@gmail.com,Barranquilla,2022-06-23,True
226,42146112,Luisa,Hernandez,3925521749,luisa.hernandez56@gmail.com,Barranquilla,2023-10-16,True
227,23522117,Pedro,Martinez,3953223435,pedro.martinez39@gmail.com,Cali,2023-08-20,True
228,19702648,Juan,Gomez,3790288853,juan.gomez85@gmail.com,Medellin,2023-10-17,True
229,54119251,Sofia,Lopez,3950155063,sofia.lopez55@gmail.com,Cartagena,2020-02-20,True
230,84659001,Juan,Gomez,3526858309,juan.gomez75@gmail.com,Medellin,2024-11-24,True
231,10375883,Ana,Lopez,3357869383,ana.lopez58@gmail.com,Medellin,2022-03-11,True
232,77313457,Sofia,Hernandez,3357667415,sofia.hernandez70@gmail.com,Cali,2024-03-18,True
233,49378441,Sofia,Perez,3251682657,sofia.perez30@gmail.com,Cartagena,2024-12-24,True
234,61442898,Jorge,Gomez,3951587234,jorge.gomez71@gmail.com,Barranquilla,2023-06-23,True
235,46598351,Pedro,Hernandez,3613514036,pedro.hernandez80@gmail.com,Bogota,2023-11-09,True
236,21000980,Sofia,Perez,3234767035,sofia.perez2@gmail.com,Cartagena,2024-12-18,True
237,63005052,Jorge,Hernandez,3315224098,jorge.hernandez34@gmail.com,Cartagena,2022-12-15,True
238,52729959,Ana,Hernandez,3349765711,ana.hernandez96@gmail.com,Cali,2022-08-08,True
239,69912106,Pedro,Hernandez,3295211741,pedro.hernandez23@gmail.com,Cali,2024-07-26,True
240,58493060,Sofia,Lopez,3839739204,sofia.lopez22@gmail.com,Cali,2025-03-14,True
241,47561567,Juan,Rodriguez,3632563061,juan.rodriguez10@gmail.com,Medellin,2020-07-02,True
242,56313785,Pedro,Rodriguez,3875268463,pedro.rodriguez40@gmail.com,Barranquilla,2024-12-11,True
243,53013365,Maria,Lopez,3560003231,maria.lopez5@gmail.com,Medellin,2023-12-13,True
244,51464624,Maria,Perez,3562789229,maria.perez76@gmail.com,Cali,2020-04-30,True
245,80023387,Pedro,Perez,3209998134,pedro.perez50@gmail.com,Cali,2020-08-17,True
246,92061444,Maria,Rodriguez,3306364561,maria.rodriguez17@gmail.com,Cali,2020-10-19,True
247,16578201,Ana,Perez,3669109984,ana.perez82@gmail.com,Medellin,2024-12-27,True
248,26861043,Pedro,Rodriguez,3187150685,pedro.rodriguez85@gmail.com,Barranquilla,2022-05-26,True
249,95332765,Ana,Hernandez,3664292845,ana.hernandez23@gmail.com,Medellin,2021-05-06,True
250,41485980,Jorge,Perez,3728461214,jorge.perez3@gmail.com,Cartagena,2023-02-27,True
251,36529295,Ana,Perez,3535007320,ana.perez22@gmail.com,Medellin,2022-10-24,True
252,22784231,Maria,Perez,3650195029,maria.perez53@gmail.com,Bogota,2023-05-20,True
253,75844727,Jorge,Perez,3177626489,jorge.perez30@gmail.com,Cali,2022-11-18,True
254,56196885,Carlos,Hernandez,3924647658,carlos.hernandez71@gmail.com,Cartagena,2025-01-10,True
255,83354784,Jorge,Gomez,3408327542,jorge.gomez56@gmail.com,Cali,2024-04-11,True
256,61092684,Carlos,Perez,3111619452,carlos.perez79@gmail.com,Cali,2022-05-12,True
257,46817127,Carlos,Lopez,3355749337,carlos.lopez77@gmail.com,Barranquilla,2020-10-22,True
258,20749940,Carlos,Martinez,3172605365,carlos.martinez22@gmail.com,Medellin,2022-07-17,True
259,10892885,Carlos,Perez,3161474795,carlos.perez43@gmail.com,Cartagena,2020-07-26,True
260,31443552,Sofia,Hernandez,3328903255,sofia.hernandez21@gmail.com,Cali,2024-01-04,True
261,24780405,Carlos,Gomez,3473077589,carlos.gomez70@gmail.com,Medellin,2023-04-07,True
262,71574615,Sofia,Rodriguez,3651113656,sofia.rodriguez16@gmail.com,Cali,2022-05-12,True
263,34832065,Sofia,Rodriguez,3116836609,sofia.rodriguez42@gmail.com,Medellin,2021-05-06,True
264,59298855,Sofia,Perez,3584280671,sofia.perez2@gmail.com,Barranquilla,2023-01-27,True
265,63720935,Sofia,Perez,3995647930,sofia.perez98@gmail.com,Medellin,2022-08-20,True
266,57648561,Ana,Lopez,3806913305,ana.lopez2@gmail.com,Medellin,2021-08-31,True
267,55953232,Juan,Lopez,3455377962,juan.lopez10@gmail.com,Barranquilla,2025-05-16,True
268,76052231,Jorge,Gomez,3729137161,jorge.gomez1@gmail.com,Cali,2022-10-30,True
269,99537123,Sofia,Lopez,3335266454,sofia.lopez57@gmail.com,Cali,2023-11-17,True
270,43634206,Pedro,Gomez,3462650310,pedro.gomez35@gmail.com,Cartagena,2023-09-23,True
271,44241522,Jorge,Lopez,3262525797,jorge.lopez52@gmail.com,Bogota,2021-01-20,True
272,29025448,Jorge,Lopez,3738062085,jorge.lopez47@gmail.com,Medellin,2021-03-05,True
273,93854504,Maria,Hernandez,3230162018,maria.hernandez7@gmail.com,Cali,2020-06-04,True
274,47033860,Sofia,Lopez,3714048261,sofia.lopez65@gmail.com,Cartagena,2024-06-17,True
275,70518768,Carlos,Rodriguez,3775253251,carlos.rodriguez71@gmail.com,Medellin,2024-07-14,True
276,36452921,Carlos,Gomez,3357255006,carlos.gomez73@gmail.com,Medellin,2023-04-10,True
277,36364137,Pedro,Hernandez,3744053825,pedro.hernandez43@gmail.com,Cali,2025-01-01,True
